Mod:Item:MetaData, Localized Name
chisel:glass:4, Glass
chisel:glass:5, Glass
chisel:glass:6, Glass
chisel:glass:7, Glass
chisel:glass:8, Glass
chisel:glass:9, Glass
chisel:glass:10, Glass
chisel:glass:11, Glass
chisel:glass:12, Glass
chisel:glass:13, Glass
chisel:glass:14, Glass
chisel:glass:15, Glass
chisel:glass1:0, Glass
chisel:glass1:1, Glass
chisel:glasspane:0, Glass Pane
chisel:glasspane:1, Glass Pane
chisel:glasspane:2, Glass Pane
chisel:glasspane:3, Glass Pane
chisel:glasspane:4, Glass Pane
chisel:glasspane:5, Glass Pane
chisel:glasspane:6, Glass Pane
chisel:glasspane:7, Glass Pane
chisel:glasspane:8, Glass Pane
chisel:glasspane:9, Glass Pane
chisel:glasspane:10, Glass Pane
chisel:glasspane:11, Glass Pane
chisel:glasspane:12, Glass Pane
chisel:glasspane:13, Glass Pane
chisel:glasspane:14, Glass Pane
chisel:glasspane:15, Glass Pane
chisel:glasspane1:0, Glass Pane
chisel:glasspane1:1, Glass Pane
chisel:glassdyedblack:0, Black Stained Glass
chisel:glassdyedblack:1, Black Stained Glass
chisel:glassdyedblack:2, Black Stained Glass
chisel:glassdyedblack:3, Black Stained Glass
chisel:glassdyedblack:4, Black Stained Glass
chisel:glassdyedblack:5, Black Stained Glass
chisel:glasspanedyedblack:0, Black Stained Glass Pane
chisel:glasspanedyedblack:1, Black Stained Glass Pane
chisel:glasspanedyedblack:2, Black Stained Glass Pane
chisel:glasspanedyedblack:3, Black Stained Glass Pane
chisel:glasspanedyedblack:4, Black Stained Glass Pane
chisel:glasspanedyedblack:5, Black Stained Glass Pane
chisel:glassdyedred:0, Red Stained Glass
chisel:glassdyedred:1, Red Stained Glass
chisel:glassdyedred:2, Red Stained Glass
chisel:glassdyedred:3, Red Stained Glass
chisel:glassdyedred:4, Red Stained Glass
chisel:glassdyedred:5, Red Stained Glass
chisel:glasspanedyedred:0, Red Stained Glass Pane
chisel:glasspanedyedred:1, Red Stained Glass Pane
chisel:glasspanedyedred:2, Red Stained Glass Pane
chisel:glasspanedyedred:3, Red Stained Glass Pane
chisel:glasspanedyedred:4, Red Stained Glass Pane
chisel:glasspanedyedred:5, Red Stained Glass Pane
chisel:glassdyedgreen:0, Green Stained Glass
chisel:glassdyedgreen:1, Green Stained Glass
chisel:glassdyedgreen:2, Green Stained Glass
chisel:glassdyedgreen:3, Green Stained Glass
chisel:glassdyedgreen:4, Green Stained Glass
chisel:glassdyedgreen:5, Green Stained Glass
chisel:glasspanedyedgreen:0, Green Stained Glass Pane
chisel:glasspanedyedgreen:1, Green Stained Glass Pane
chisel:glasspanedyedgreen:2, Green Stained Glass Pane
chisel:glasspanedyedgreen:3, Green Stained Glass Pane
chisel:glasspanedyedgreen:4, Green Stained Glass Pane
chisel:glasspanedyedgreen:5, Green Stained Glass Pane
chisel:glassdyedbrown:0, Brown Stained Glass
chisel:glassdyedbrown:1, Brown Stained Glass
chisel:glassdyedbrown:2, Brown Stained Glass
chisel:glassdyedbrown:3, Brown Stained Glass
chisel:glassdyedbrown:4, Brown Stained Glass
chisel:glassdyedbrown:5, Brown Stained Glass
chisel:glasspanedyedbrown:0, Brown Stained Glass Pane
chisel:glasspanedyedbrown:1, Brown Stained Glass Pane
chisel:glasspanedyedbrown:2, Brown Stained Glass Pane
chisel:glasspanedyedbrown:3, Brown Stained Glass Pane
chisel:glasspanedyedbrown:4, Brown Stained Glass Pane
chisel:glasspanedyedbrown:5, Brown Stained Glass Pane
chisel:glassdyedblue:0, Blue Stained Glass
chisel:glassdyedblue:1, Blue Stained Glass
chisel:glassdyedblue:2, Blue Stained Glass
chisel:glassdyedblue:3, Blue Stained Glass
chisel:glassdyedblue:4, Blue Stained Glass
chisel:glassdyedblue:5, Blue Stained Glass
chisel:glasspanedyedblue:0, Blue Stained Glass Pane
chisel:glasspanedyedblue:1, Blue Stained Glass Pane
chisel:glasspanedyedblue:2, Blue Stained Glass Pane
chisel:glasspanedyedblue:3, Blue Stained Glass Pane
chisel:glasspanedyedblue:4, Blue Stained Glass Pane
chisel:glasspanedyedblue:5, Blue Stained Glass Pane
chisel:glassdyedpurple:0, Purple Stained Glass
chisel:glassdyedpurple:1, Purple Stained Glass
chisel:glassdyedpurple:2, Purple Stained Glass
chisel:glassdyedpurple:3, Purple Stained Glass
chisel:glassdyedpurple:4, Purple Stained Glass
chisel:glassdyedpurple:5, Purple Stained Glass
chisel:glasspanedyedpurple:0, Purple Stained Glass Pane
chisel:glasspanedyedpurple:1, Purple Stained Glass Pane
chisel:glasspanedyedpurple:2, Purple Stained Glass Pane
chisel:glasspanedyedpurple:3, Purple Stained Glass Pane
chisel:glasspanedyedpurple:4, Purple Stained Glass Pane
chisel:glasspanedyedpurple:5, Purple Stained Glass Pane
chisel:glassdyedcyan:0, Cyan Stained Glass
chisel:glassdyedcyan:1, Cyan Stained Glass
chisel:glassdyedcyan:2, Cyan Stained Glass
chisel:glassdyedcyan:3, Cyan Stained Glass
chisel:glassdyedcyan:4, Cyan Stained Glass
chisel:glassdyedcyan:5, Cyan Stained Glass
chisel:glasspanedyedcyan:0, Cyan Stained Glass Pane
chisel:glasspanedyedcyan:1, Cyan Stained Glass Pane
chisel:glasspanedyedcyan:2, Cyan Stained Glass Pane
chisel:glasspanedyedcyan:3, Cyan Stained Glass Pane
chisel:glasspanedyedcyan:4, Cyan Stained Glass Pane
chisel:glasspanedyedcyan:5, Cyan Stained Glass Pane
chisel:glassdyedlightgray:0, Light Gray Stained Glass
chisel:glassdyedlightgray:1, Light Gray Stained Glass
chisel:glassdyedlightgray:2, Light Gray Stained Glass
chisel:glassdyedlightgray:3, Light Gray Stained Glass
chisel:glassdyedlightgray:4, Light Gray Stained Glass
chisel:glassdyedlightgray:5, Light Gray Stained Glass
chisel:glasspanedyedlightgray:0, Light Gray Stained Glass Pane
chisel:glasspanedyedlightgray:1, Light Gray Stained Glass Pane
chisel:glasspanedyedlightgray:2, Light Gray Stained Glass Pane
chisel:glasspanedyedlightgray:3, Light Gray Stained Glass Pane
chisel:glasspanedyedlightgray:4, Light Gray Stained Glass Pane
chisel:glasspanedyedlightgray:5, Light Gray Stained Glass Pane
chisel:glassdyedgray:0, Gray Stained Glass
chisel:glassdyedgray:1, Gray Stained Glass
chisel:glassdyedgray:2, Gray Stained Glass
chisel:glassdyedgray:3, Gray Stained Glass
chisel:glassdyedgray:4, Gray Stained Glass
chisel:glassdyedgray:5, Gray Stained Glass
chisel:glasspanedyedgray:0, Gray Stained Glass Pane
chisel:glasspanedyedgray:1, Gray Stained Glass Pane
chisel:glasspanedyedgray:2, Gray Stained Glass Pane
chisel:glasspanedyedgray:3, Gray Stained Glass Pane
chisel:glasspanedyedgray:4, Gray Stained Glass Pane
chisel:glasspanedyedgray:5, Gray Stained Glass Pane
chisel:glassdyedpink:0, Pink Stained Glass
chisel:glassdyedpink:1, Pink Stained Glass
chisel:glassdyedpink:2, Pink Stained Glass
chisel:glassdyedpink:3, Pink Stained Glass
chisel:glassdyedpink:4, Pink Stained Glass
chisel:glassdyedpink:5, Pink Stained Glass
chisel:glasspanedyedpink:0, Pink Stained Glass Pane
chisel:glasspanedyedpink:1, Pink Stained Glass Pane
chisel:glasspanedyedpink:2, Pink Stained Glass Pane
chisel:glasspanedyedpink:3, Pink Stained Glass Pane
chisel:glasspanedyedpink:4, Pink Stained Glass Pane
chisel:glasspanedyedpink:5, Pink Stained Glass Pane
chisel:glassdyedlime:0, Lime Stained Glass
chisel:glassdyedlime:1, Lime Stained Glass
chisel:glassdyedlime:2, Lime Stained Glass
chisel:glassdyedlime:3, Lime Stained Glass
chisel:glassdyedlime:4, Lime Stained Glass
chisel:glassdyedlime:5, Lime Stained Glass
chisel:glasspanedyedlime:0, Lime Stained Glass Pane
chisel:glasspanedyedlime:1, Lime Stained Glass Pane
chisel:glasspanedyedlime:2, Lime Stained Glass Pane
chisel:glasspanedyedlime:3, Lime Stained Glass Pane
chisel:glasspanedyedlime:4, Lime Stained Glass Pane
chisel:glasspanedyedlime:5, Lime Stained Glass Pane
chisel:glassdyedyellow:0, Yellow Stained Glass
chisel:glassdyedyellow:1, Yellow Stained Glass
chisel:glassdyedyellow:2, Yellow Stained Glass
chisel:glassdyedyellow:3, Yellow Stained Glass
chisel:glassdyedyellow:4, Yellow Stained Glass
chisel:glassdyedyellow:5, Yellow Stained Glass
chisel:glasspanedyedyellow:0, Yellow Stained Glass Pane
chisel:glasspanedyedyellow:1, Yellow Stained Glass Pane
chisel:glasspanedyedyellow:2, Yellow Stained Glass Pane
chisel:glasspanedyedyellow:3, Yellow Stained Glass Pane
chisel:glasspanedyedyellow:4, Yellow Stained Glass Pane
chisel:glasspanedyedyellow:5, Yellow Stained Glass Pane
chisel:glassdyedlightblue:0, Light Blue Stained Glass
chisel:glassdyedlightblue:1, Light Blue Stained Glass
chisel:glassdyedlightblue:2, Light Blue Stained Glass
chisel:glassdyedlightblue:3, Light Blue Stained Glass
chisel:glassdyedlightblue:4, Light Blue Stained Glass
chisel:glassdyedlightblue:5, Light Blue Stained Glass
chisel:glasspanedyedlightblue:0, Light Blue Stained Glass Pane
chisel:glasspanedyedlightblue:1, Light Blue Stained Glass Pane
chisel:glasspanedyedlightblue:2, Light Blue Stained Glass Pane
chisel:glasspanedyedlightblue:3, Light Blue Stained Glass Pane
chisel:glasspanedyedlightblue:4, Light Blue Stained Glass Pane
chisel:glasspanedyedlightblue:5, Light Blue Stained Glass Pane
chisel:glassdyedmagenta:0, Magenta Stained Glass
chisel:glassdyedmagenta:1, Magenta Stained Glass
chisel:glassdyedmagenta:2, Magenta Stained Glass
chisel:glassdyedmagenta:3, Magenta Stained Glass
chisel:glassdyedmagenta:4, Magenta Stained Glass
chisel:glassdyedmagenta:5, Magenta Stained Glass
chisel:glasspanedyedmagenta:0, Magenta Stained Glass Pane
chisel:glasspanedyedmagenta:1, Magenta Stained Glass Pane
chisel:glasspanedyedmagenta:2, Magenta Stained Glass Pane
chisel:glasspanedyedmagenta:3, Magenta Stained Glass Pane
chisel:glasspanedyedmagenta:4, Magenta Stained Glass Pane
chisel:glasspanedyedmagenta:5, Magenta Stained Glass Pane
chisel:glassdyedorange:0, Orange Stained Glass
chisel:glassdyedorange:1, Orange Stained Glass
chisel:glassdyedorange:2, Orange Stained Glass
chisel:glassdyedorange:3, Orange Stained Glass
chisel:glassdyedorange:4, Orange Stained Glass
chisel:glassdyedorange:5, Orange Stained Glass
chisel:glasspanedyedorange:0, Orange Stained Glass Pane
chisel:glasspanedyedorange:1, Orange Stained Glass Pane
chisel:glasspanedyedorange:2, Orange Stained Glass Pane
chisel:glasspanedyedorange:3, Orange Stained Glass Pane
chisel:glasspanedyedorange:4, Orange Stained Glass Pane
chisel:glasspanedyedorange:5, Orange Stained Glass Pane
chisel:glassdyedwhite:0, White Stained Glass
chisel:glassdyedwhite:1, White Stained Glass
chisel:glassdyedwhite:2, White Stained Glass
chisel:glassdyedwhite:3, White Stained Glass
chisel:glassdyedwhite:4, White Stained Glass
chisel:glassdyedwhite:5, White Stained Glass
chisel:glasspanedyedwhite:0, White Stained Glass Pane
chisel:glasspanedyedwhite:1, White Stained Glass Pane
chisel:glasspanedyedwhite:2, White Stained Glass Pane
chisel:glasspanedyedwhite:3, White Stained Glass Pane
chisel:glasspanedyedwhite:4, White Stained Glass Pane
chisel:glasspanedyedwhite:5, White Stained Glass Pane
chisel:glowstone:0, Glowstone
chisel:glowstone:1, Glowstone
chisel:glowstone:2, Glowstone
chisel:glowstone:3, Glowstone
chisel:glowstone:4, Glowstone
chisel:glowstone:5, Glowstone
chisel:glowstone:6, Glowstone
chisel:glowstone:7, Glowstone
chisel:glowstone:8, Glowstone
chisel:glowstone:9, Glowstone
chisel:glowstone:10, Glowstone
chisel:glowstone:11, Glowstone
chisel:glowstone:12, Glowstone
chisel:glowstone:13, Glowstone
chisel:glowstone:14, Glowstone
chisel:glowstone:15, Glowstone
chisel:glowstone1:0, Glowstone
chisel:glowstone1:1, Glowstone
chisel:glowstone1:2, Glowstone
chisel:glowstone1:3, Glowstone
chisel:glowstone1:4, Glowstone
chisel:glowstone1:5, Glowstone
chisel:glowstone1:6, Glowstone
chisel:glowstone1:7, Glowstone
chisel:glowstone1:8, Glowstone
chisel:glowstone1:9, Glowstone
chisel:glowstone1:10, Glowstone
chisel:glowstone1:11, Glowstone
chisel:glowstone1:12, Glowstone
chisel:glowstone1:13, Glowstone
chisel:glowstone1:14, Glowstone
chisel:glowstone1:15, Glowstone
chisel:glowstone2:0, Glowstone
chisel:blockgold:0, Block of Gold
chisel:blockgold:1, Block of Gold
chisel:blockgold:2, Block of Gold
chisel:blockgold:3, Block of Gold
chisel:blockgold:4, Block of Gold
chisel:blockgold:5, Block of Gold
chisel:blockgold:6, Block of Gold
chisel:gold:0, Block of Gold
chisel:gold:1, Block of Gold
chisel:gold:2, Block of Gold
chisel:gold:3, Block of Gold
chisel:gold:4, Block of Gold
chisel:gold:5, Block of Gold
chisel:gold:6, Block of Gold
chisel:gold:7, Block of Gold
chisel:gold:8, Block of Gold
chisel:gold:9, Block of Gold
chisel:gold:10, Block of Gold
chisel:gold:11, Block of Gold
chisel:gold:12, Block of Gold
chisel:gold:13, Block of Gold
chisel:granite:0, Granite
chisel:granite:1, Granite
chisel:granite:2, Granite
chisel:granite:3, Granite
chisel:granite:4, Granite
chisel:granite:5, Granite
chisel:granite:6, Granite
chisel:granite:7, Granite
chisel:granite:8, Granite
chisel:granite:9, Granite
chisel:granite:10, Granite
chisel:granite:11, Granite
chisel:granite:12, Granite
chisel:granite:13, Granite
chisel:granite:14, Granite
chisel:granite:15, Granite
chisel:granite1:0, Granite
chisel:granite1:1, Granite
chisel:granite1:2, Granite
chisel:granite1:3, Granite
chisel:granite1:4, Granite
chisel:granite1:5, Granite
chisel:granite1:6, Granite
chisel:granite1:7, Granite
chisel:granite1:8, Granite
chisel:granite1:9, Granite
chisel:granite1:10, Granite
chisel:granite1:11, Granite
chisel:granite1:12, Granite
chisel:granite1:13, Granite
chisel:granite1:14, Granite
chisel:granite1:15, Granite
chisel:granite2:0, Granite
chisel:hardenedclay:0, Terracotta
chisel:hardenedclay:1, Terracotta
chisel:hardenedclay:2, Terracotta
chisel:hardenedclay:3, Terracotta
chisel:hardenedclay:4, Terracotta
chisel:hardenedclay:5, Terracotta
chisel:hardenedclay:6, Terracotta
chisel:hardenedclay:7, Terracotta
chisel:hardenedclay:8, Terracotta
chisel:hardenedclay:9, Terracotta
chisel:hardenedclay:10, Terracotta
chisel:hardenedclay:11, Terracotta
chisel:hardenedclay:12, Terracotta
chisel:hardenedclay:13, Terracotta
chisel:hardenedclay:14, Terracotta
chisel:hardenedclay:15, Terracotta
chisel:hardenedclay1:0, Terracotta
chisel:hardenedclay1:1, Terracotta
chisel:hardenedclay1:2, Terracotta
chisel:hardenedclay1:3, Terracotta
chisel:hardenedclay1:4, Terracotta
chisel:hardenedclay1:5, Terracotta
chisel:hardenedclay1:6, Terracotta
chisel:hardenedclay1:7, Terracotta
chisel:hardenedclay1:8, Terracotta
chisel:hardenedclay1:9, Terracotta
chisel:hardenedclay2:0, Terracotta
chisel:hardenedclay2:1, Terracotta
chisel:hardenedclay2:2, Terracotta
chisel:hardenedclay2:3, Terracotta
chisel:hardenedclay2:4, Terracotta
chisel:hardenedclay2:5, Terracotta
chisel:hardenedclay2:6, Terracotta
chisel:ice:0, Ice
chisel:ice:1, Ice
chisel:ice:2, Ice
chisel:ice:3, Ice
chisel:ice:4, Ice
chisel:ice:5, Ice
chisel:ice:6, Ice
chisel:ice:7, Ice
chisel:ice:8, Ice
chisel:ice:9, Ice
chisel:ice:10, Ice
chisel:ice:11, Ice
chisel:ice:12, Ice
chisel:ice:13, Ice
chisel:ice:14, Ice
chisel:ice:15, Ice
chisel:ice1:0, Ice
chisel:ice1:1, Ice
chisel:ice1:2, Ice
chisel:ice1:3, Ice
chisel:ice1:4, Ice
chisel:ice1:5, Ice
chisel:ice1:6, Ice
chisel:ice1:7, Ice
chisel:ice1:8, Ice
chisel:ice1:9, Ice
chisel:ice1:10, Ice
chisel:ice1:11, Ice
chisel:ice1:12, Ice
chisel:ice1:13, Ice
chisel:ice1:14, Ice
chisel:ice1:15, Ice
chisel:ice2:0, Ice
chisel:icepillar:0, Ice Pillar
chisel:icepillar:1, Ice Pillar
chisel:icepillar:2, Ice Pillar
chisel:icepillar:3, Ice Pillar
chisel:icepillar:4, Ice Pillar
chisel:icepillar:5, Ice Pillar
chisel:icepillar:6, Ice Pillar
chisel:blockinvar:0, Block of Invar
chisel:blockinvar:1, Block of Invar
chisel:blockinvar:2, Block of Invar
chisel:blockinvar:3, Block of Invar
chisel:blockinvar:4, Block of Invar
chisel:blockinvar:5, Block of Invar
chisel:blockinvar:6, Block of Invar
chisel:blockiron:0, Block of Iron
chisel:blockiron:1, Block of Iron
chisel:blockiron:2, Block of Iron
chisel:blockiron:3, Block of Iron
chisel:blockiron:4, Block of Iron
chisel:blockiron:5, Block of Iron
chisel:blockiron:6, Block of Iron
chisel:iron:0, Block of Iron
chisel:iron:1, Block of Iron
chisel:iron:2, Block of Iron
chisel:iron:3, Block of Iron
chisel:iron:4, Block of Iron
chisel:iron:5, Block of Iron
chisel:iron:6, Block of Iron
chisel:iron:7, Block of Iron
chisel:iron:8, Block of Iron
chisel:iron:9, Block of Iron
chisel:iron:10, Block of Iron
chisel:iron:11, Block of Iron
chisel:iron:12, Block of Iron
chisel:iron:13, Block of Iron
chisel:iron:14, Block of Iron
chisel:ironpane:0, Iron Bars
chisel:ironpane:1, Iron Bars
chisel:ironpane:2, Iron Bars
chisel:ironpane:3, Iron Bars
chisel:ironpane:4, Iron Bars
chisel:ironpane:5, Iron Bars
chisel:ironpane:6, Iron Bars
chisel:ironpane:7, Iron Bars
chisel:ironpane:8, Iron Bars
chisel:ironpane:9, Iron Bars
chisel:ironpane:10, Iron Bars
chisel:ironpane:11, Iron Bars
chisel:ironpane:12, Iron Bars
chisel:laboratory:0, Laboratory Block
chisel:laboratory:1, Laboratory Block
chisel:laboratory:2, Laboratory Block
chisel:laboratory:3, Laboratory Block
chisel:laboratory:4, Laboratory Block
chisel:laboratory:5, Laboratory Block
chisel:laboratory:6, Laboratory Block
chisel:laboratory:7, Laboratory Block
chisel:laboratory:8, Laboratory Block
chisel:laboratory:9, Laboratory Block
chisel:laboratory:10, Laboratory Block
chisel:laboratory:11, Laboratory Block
chisel:laboratory:12, Laboratory Block
chisel:laboratory:13, Laboratory Block
chisel:laboratory:14, Laboratory Block
chisel:laboratory:15, Laboratory Block
chisel:lapis:0, Lapis Lazuli Block
chisel:lapis:1, Lapis Lazuli Block
chisel:lapis:2, Lapis Lazuli Block
chisel:lapis:3, Lapis Lazuli Block
chisel:lapis:4, Lapis Lazuli Block
chisel:lapis:5, Lapis Lazuli Block
chisel:lapis:6, Lapis Lazuli Block
chisel:lapis:7, Lapis Lazuli Block
chisel:lapis:8, Lapis Lazuli Block
chisel:lavastone:0, Lavastone
chisel:lavastone:1, Lavastone
chisel:lavastone:2, Lavastone
chisel:lavastone:3, Lavastone
chisel:lavastone:4, Lavastone
chisel:lavastone:5, Lavastone
chisel:lavastone:6, Lavastone
chisel:lavastone:7, Lavastone
chisel:lavastone:8, Lavastone
chisel:lavastone:9, Lavastone
chisel:lavastone:10, Lavastone
chisel:lavastone:11, Lavastone
chisel:lavastone:12, Lavastone
chisel:lavastone:13, Lavastone
chisel:lavastone:14, Lavastone
chisel:lavastone:15, Lavastone
chisel:lavastone1:0, Lavastone
chisel:lavastone1:1, Lavastone
chisel:lavastone1:2, Lavastone
chisel:lavastone1:3, Lavastone
chisel:lavastone1:4, Lavastone
chisel:lavastone1:5, Lavastone
chisel:lavastone1:6, Lavastone
chisel:lavastone1:7, Lavastone
chisel:lavastone1:8, Lavastone
chisel:lavastone1:9, Lavastone
chisel:lavastone1:10, Lavastone
chisel:lavastone1:11, Lavastone
chisel:lavastone1:12, Lavastone
chisel:lavastone1:13, Lavastone
chisel:lavastone1:14, Lavastone
chisel:lavastone1:15, Lavastone
chisel:lavastone2:0, Lavastone
chisel:blocklead:0, Block of Lead
chisel:blocklead:1, Block of Lead
chisel:blocklead:2, Block of Lead
chisel:blocklead:3, Block of Lead
chisel:blocklead:4, Block of Lead
chisel:blocklead:5, Block of Lead
chisel:blocklead:6, Block of Lead
chisel:limestone:0, Limestone
